Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P01.fasta
P02	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P02.fasta
P03	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P04.fasta
P05	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P07.fasta
P08	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P09.fasta
P10	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B04unmatched.fasta
total	13
Barcode	Count	Location
P01	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P02.fasta
P03	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P03.fasta
P04	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P04.fasta
P05	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P06.fasta
P07	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P07.fasta
P08	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P09.fasta
P10	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B05unmatched.fasta
total	8
Barcode	Count	Location
P01	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P01.fasta
P02	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P02.fasta
P03	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P04.fasta
P05	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P07.fasta
P08	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P08.fasta
P09	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P09.fasta
P10	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B07unmatched.fasta
total	17
Barcode	Count	Location
P01	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P01.fasta
P02	6	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P02.fasta
P03	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P04.fasta
P05	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P05.fasta
P06	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P06.fasta
P07	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P07.fasta
P08	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P09.fasta
P10	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B08unmatched.fasta
total	16
Barcode	Count	Location
P01	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P01.fasta
P02	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P02.fasta
P03	6	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P04.fasta
P05	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P05.fasta
P06	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P07.fasta
P08	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P09.fasta
P10	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B09unmatched.fasta
total	20
Barcode	Count	Location
P01	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P01.fasta
P02	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P04.fasta
P05	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P06.fasta
P07	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P07.fasta
P08	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P08.fasta
P09	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P09.fasta
P10	5	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B10unmatched.fasta
total	24
Barcode	Count	Location
P01	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P01.fasta
P02	5	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P03.fasta
P04	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P04.fasta
P05	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P05.fasta
P06	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P07.fasta
P08	4	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P09.fasta
P10	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B11unmatched.fasta
total	23
Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P01.fasta
P02	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P02.fasta
P03	3	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P04.fasta
P05	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P06.fasta
P07	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P07.fasta
P08	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P09.fasta
P10	1	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418B12unmatched.fasta
total	10
Barcode	Count	Location
P01	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P01.fasta
P02	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P02.fasta
P03	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P04.fasta
P05	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P06.fasta
P07	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P07.fasta
P08	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P08.fasta
P09	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P09.fasta
P10	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C01unmatched.fasta
total	24
Barcode	Count	Location
P01	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P01.fasta
P02	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P02.fasta
P03	6	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P04.fasta
P05	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P05.fasta
P06	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P07.fasta
P08	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P09.fasta
P10	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C02P16.fasta
unmatched	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C02unmatched.fasta
total	20
Barcode	Count	Location
P01	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P01.fasta
P02	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P03.fasta
P04	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P04.fasta
P05	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P05.fasta
P06	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P06.fasta
P07	7	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P07.fasta
P08	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P09.fasta
P10	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C03unmatched.fasta
total	27
Barcode	Count	Location
P01	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P01.fasta
P02	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P02.fasta
P03	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P03.fasta
P04	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P04.fasta
P05	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P07.fasta
P08	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P08.fasta
P09	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P09.fasta
P10	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C04P16.fasta
unmatched	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C04unmatched.fasta
total	19
Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P02.fasta
P03	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P03.fasta
P04	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P04.fasta
P05	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P05.fasta
P06	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P06.fasta
P07	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P07.fasta
P08	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P09.fasta
P10	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C05unmatched.fasta
total	14
Barcode	Count	Location
P01	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P02.fasta
P03	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P03.fasta
P04	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P04.fasta
P05	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P06.fasta
P07	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P07.fasta
P08	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P09.fasta
P10	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C06unmatched.fasta
total	14
Barcode	Count	Location
P01	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P01.fasta
P02	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P02.fasta
P03	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P03.fasta
P04	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P04.fasta
P05	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P06.fasta
P07	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P07.fasta
P08	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P08.fasta
P09	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P09.fasta
P10	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C07unmatched.fasta
total	24
Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P02.fasta
P03	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P04.fasta
P05	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P05.fasta
P06	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P06.fasta
P07	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P07.fasta
P08	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P08.fasta
P09	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P09.fasta
P10	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C08unmatched.fasta
total	17
Barcode	Count	Location
P01	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P01.fasta
P02	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P04.fasta
P05	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P06.fasta
P07	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P07.fasta
P08	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P09.fasta
P10	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C09unmatched.fasta
total	28
Barcode	Count	Location
P01	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P04.fasta
P05	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P05.fasta
P06	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P06.fasta
P07	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P07.fasta
P08	3	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P09.fasta
P10	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C10unmatched.fasta
total	15
Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P01.fasta
P02	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P02.fasta
P03	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P03.fasta
P04	5	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P04.fasta
P05	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P05.fasta
P06	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P06.fasta
P07	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P07.fasta
P08	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P08.fasta
P09	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P09.fasta
P10	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C11unmatched.fasta
total	15
Barcode	Count	Location
P01	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P01.fasta
P02	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P02.fasta
P03	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P03.fasta
P04	2	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P04.fasta
P05	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P05.fasta
P06	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P06.fasta
P07	4	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P07.fasta
P08	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P08.fasta
P09	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P09.fasta
P10	1	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P10.fasta
P11	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P11.fasta
P12	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P12.fasta
P13	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P13.fasta
P14	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P14.fasta
P15	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P15.fasta
P16	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12P16.fasta
unmatched	0	results/trezende/Angelina/AB220418/split1/split2/AB220418C12unmatched.fasta
total	10
Barcode	Count	Location
